imdbID,title,year,rating,genre,released,director,writer,cast,metacritic,imdbRating,imdbVotes,poster,language,country,lastupdated,type
1663187,The Chaperone,2011,PG-13,"Action, Comedy, Family",3/24/2011,Stephen Herek,S.J. Roth,"Paul Levesque, Kevin Corrigan, Jose Zeeiga, Kevin Rankin",33.0,5.1,3984.0,https://m.media-amazon.com/images/M/MV5BMTkyOTE2NTM4NF5BMl5BanBnXkFtZTcwMDU3NjYzNA@@._V1_SX300.jpg,English,USA,33:39.0,movie
1663207,Life of Crime,2013,R,"Comedy, Crime",8/29/2014,Daniel Schechter,"Daniel Schechter (written for the screen by), Elmore Leonard (based on the book ""The Switch"" written by)","Jennifer Aniston, Yasiin Bey, Isla Fisher, Will Forte",60.0,5.8,10531.0,https://m.media-amazon.com/images/M/MV5BMjE0NzQ1OTEwOV5BMl5BanBnXkFtZTgwMTY0MzUxMjE@._V1_SX300.jpg,English,USA,06:57.8,movie
1663321,Chicken with Plums,2011,PG-13,"Comedy, Drama",10/26/2011,"Vincent Paronnaud, Marjane Satrapi","Marjane Satrapi, Vincent Paronnaud, Marjane Satrapi (comic book)","Mathieu Amalric, Edouard Baer, Maria de Medeiros, Golshifteh Farahani",69.0,7.0,6559.0,https://m.media-amazon.com/images/M/MV5BMTYyOTI3MzU3Ml5BMl5BanBnXkFtZTcwMTIxNjMxOA@@._V1_SX300.jpg,"French, English","France, Germany, Belgium",10:00.6,movie
1663631,Crazy Eyes,2012,NOT RATED,Comedy,3/11/2012,Adam Sherman,"Adam Sherman, Dave Reeves, Rachel Hardisty","Lukas Haas, Madeline Zima, Jake Busey, Tania Raymonde",31.0,3.9,456.0,https://m.media-amazon.com/images/M/MV5BMzczMDQ4NzU1OV5BMl5BanBnXkFtZTcwOTQ1NTg0Nw@@._V1_SX300.jpg,English,USA,04:41.1,movie
1663660,On the Ice,2011,R,"Drama, Thriller",12/14/2011,Andrew Okpeaha MacLean,Andrew Okpeaha MacLean,"Josiah Patkotak, Frank Qutuq Irelan, Teddy Kyle Smith, Adamina Kerr",59.0,6.3,828.0,https://m.media-amazon.com/images/M/MV5BMzkzNzQyMDgzM15BMl5BanBnXkFtZTcwNjY0ODQyNw@@._V1_SX300.jpg,English,USA,03:15.1,movie
1663662,Pacific Rim,2013,PG-13,"Action, Adventure, Sci-Fi",7/12/2013,Guillermo del Toro,"Travis Beacham (screenplay), Guillermo del Toro (screenplay), Travis Beacham (story)","Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi",64.0,7.0,345103.0,https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg,"English, Japanese, Cantonese, Mandarin",USA,16:38.2,movie
1663661,Once Upon a Time Veronica,2012,UNRATED,Drama,11/16/2012,Marcelo Gomes,Marcelo Gomes (screenplay),"Hermila Guedes, Jelio Rocha, Joeo Miguel, Anthero Montenegro",73.0,6.1,341.0,https://m.media-amazon.com/images/M/MV5BMjA2MjYwOTMwMV5BMl5BanBnXkFtZTgwMDE1NTYwMjE@._V1_SX300.jpg,Portuguese,"Brazil, France",54:47.2,movie
1664892,"Happy, Happy",2010,R,"Comedy, Drama",9/16/2011,Anne Sewitsky,"Mette M. Belstad (dramaturge), Anne Sewitsky, Ragnhild Tronvoll (screenplay)","Agnes Kittelsen, Joachim Rafaelsen, Maibritt Saerens, Henrik Rafaelsen",60.0,6.5,2384.0,https://m.media-amazon.com/images/M/MV5BMTUxODI0Mjk0NF5BMl5BanBnXkFtZTcwNDE2ODE0Ng@@._V1_SX300.jpg,"Norwegian, Danish, German",Norway,13:32.7,movie
1664894,Cave of Forgotten Dreams,2010,G,"Documentary, History",8/31/2011,Werner Herzog,Werner Herzog,"Werner Herzog, Jean Clottes, Julien Monney, Jean-Michel Geneste",86.0,7.4,10017.0,https://m.media-amazon.com/images/M/MV5BMTYxNDExMzUwMl5BMl5BanBnXkFtZTcwNjM2MzYwNQ@@._V1_SX300.jpg,"English, German, French","Canada, USA, France, Germany, UK",27:19.9,movie
1665418,Dorfman in Love,2011,R,"Comedy, Romance",3/22/2013,Brad Leong,Wendy Kout,"Sara Rue, Catherine Hicks, Scott Wilson, Elliott Gould",35.0,6.1,844.0,https://m.media-amazon.com/images/M/MV5BMzQ0NDY3MTYzM15BMl5BanBnXkFtZTcwNjg5NTgwOQ@@._V1_SX300.jpg,English,USA,10:42.6,movie
1666168,Outside Satan,2011,NOT RATED,Drama,1/18/2013,Bruno Dumont,Bruno Dumont (screenplay),"David Dewaele, Alexandra Lemetre, Christophe Bon, Juliette Bacquet",63.0,6.3,1198.0,https://m.media-amazon.com/images/M/MV5BOTIwNTQ4MzEyNl5BMl5BanBnXkFtZTcwNDcxODg3OA@@._V1_SX300.jpg,French,France,25:44.0,movie
1666186,Vampires Suck,2010,PG-13,Comedy,8/18/2010,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Jenn Proske, Matt Lanter, Diedrich Bader, Chris Riggi",18.0,3.5,37162.0,https://m.media-amazon.com/images/M/MV5BMTk2MDk0NDU4MF5BMl5BanBnXkFtZTcwNzAyODk2Mw@@._V1_SX300.jpg,"English, German",USA,47:14.7,movie
1666335,The Calling,2014,R,Thriller,8/5/2014,Jason Stone,"Scott Abramovitch (screenplay), Inger Ash Wolfe (novel)","Susan Sarandon, Gil Bellows, Ellen Burstyn, Topher Grace",46.0,5.8,4789.0,https://m.media-amazon.com/images/M/MV5BMTk3MjUzNzk4OV5BMl5BanBnXkFtZTgwMDM2ODAzMjE@._V1_SX300.jpg,English,"USA, Canada",11:36.5,movie
1666801,The DUFF,2015,PG-13,Comedy,2/20/2015,Ari Sandel,"Josh A. Cagan (screenplay), Kody Keplinger (novel)","Mae Whitman, Robbie Amell, Bella Thorne, Bianca A. Santos",56.0,6.6,35057.0,https://m.media-amazon.com/images/M/MV5BMTc3OTg3MDUwN15BMl5BanBnXkFtZTgwMTAwMTkxNDE@._V1_SX300.jpg,English,USA,10:25.2,movie
1667130,The Green Wave,2010,NOT RATED,Documentary,2/24/2011,Ali Samadi Ahadi,"Ali Samadi Ahadi, Oliver Stoltz","Mohsen Kadivar, Mitra Khalatbari, Shadi Sadr, Mehdi Mohseni",67.0,7.6,255.0,https://m.media-amazon.com/images/M/MV5BMTcxMzQ1MDg1MF5BMl5BanBnXkFtZTgwNDU4MjEyMDE@._V1_SX300.jpg,"German, Persian, English",Germany,46:19.7,movie
1667307,Damsels in Distress,2011,PG-13,"Comedy, Drama, Romance",4/26/2012,Whit Stillman,Whit Stillman (screenplay),"Greta Gerwig, Carrie MacLemore, Megalyn Echikunwoke, Analeigh Tipton",67.0,5.7,7074.0,https://m.media-amazon.com/images/M/MV5BMTQ3OTEwMzExOF5BMl5BanBnXkFtZTcwNjMwNTgzNw@@._V1_SX300.jpg,English,USA,02:50.2,movie
1667310,Deadfall,2012,R,"Crime, Drama, Thriller",11/9/2012,Stefan Ruzowitzky,Zach Dean,"Eric Bana, Olivia Wilde, Charlie Hunnam, Patrick Kerton",52.0,6.3,30211.0,https://m.media-amazon.com/images/M/MV5BMTM3ODIwODYxOF5BMl5BanBnXkFtZTcwNTU5MjcxOA@@._V1_SX300.jpg,English,"USA, France",57:56.1,movie
1667353,Mirror Mirror,2012,PG,"Adventure, Comedy, Drama",3/30/2012,Tarsem Singh,"Marc Klein (screenplay), Jason Keller (screenplay), Melisa Wallack (screen story)","Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane",46.0,5.6,66200.0,https://m.media-amazon.com/images/M/MV5BMTExMjU4MTUwNTVeQTJeQWpwZ15BbWU3MDk2MzkwMjc@._V1_SX300.jpg,English,"USA, Canada",38:10.4,movie
1035730,The Downfall of Berlin: Anonyma,2008,UNRATED,"Drama, History, War",10/23/2008,Max Ferberbeck,"Anonyma (book), Max Ferberbeck, Catharina Schuchmann","Nina Hoss, Evgeniy Sidikhin, Irm Hermann, Rediger Vogler",74.0,7.1,4238.0,https://m.media-amazon.com/images/M/MV5BMjE2ODA2MDQ4MV5BMl5BanBnXkFtZTcwODAzMDU2Mg@@._V1_SX300.jpg,"German, Russian, Georgian","Germany, Poland",14:54.0,movie
1667889,Ice Age: Continental Drift,2012,PG,"Animation, Adventure, Comedy",7/13/2012,"Steve Martino, Mike Thurmeier","Michael Berg (screenplay), Jason Fuchs (screenplay), Michael Berg (story), Lori Forte (story)","Aziz Ansari, Joy Behar, Christopher Campbell, Alain Chabat",49.0,6.7,127791.0,https://m.media-amazon.com/images/M/MV5BMTM3NDM5MzY5Ml5BMl5BanBnXkFtZTcwNjExMDUwOA@@._V1_SX300.jpg,English,USA,28:15.2,movie
1667905,This Is Not a Film,2011,NOT RATED,Documentary,2/29/2012,"Mojtaba Mirtahmasb, Jafar Panahi",Jafar Panahi,"Jafar Panahi, Mojtaba Mirtahmasb",90.0,7.5,3111.0,https://m.media-amazon.com/images/M/MV5BMTU2NjUyODIzNV5BMl5BanBnXkFtZTcwNzA3NDM4OA@@._V1_SX300.jpg,Persian,Iran,11:06.9,movie
1668200,Sarah's Key,2010,PG-13,"Drama, War",7/22/2011,Gilles Paquet-Brenner,"Tatiana De Rosnay (novel), Serge Joncour (screenplay), Gilles Paquet-Brenner (screenplay)","Kristin Scott Thomas, Melusine Mayance, Niels Arestrup, Frederic Pierrot",59.0,7.5,11700.0,https://m.media-amazon.com/images/M/MV5BMTYyMzEyNzMxM15BMl5BanBnXkFtZTcwNzA5ODI1NQ@@._V1_SX300.jpg,"French, English, Italian, German, Yiddish",France,15:52.1,movie
1670345,Now You See Me,2013,PG-13,"Crime, Mystery, Thriller",5/31/2013,Louis Leterrier,"Ed Solomon (screenplay), Boaz Yakin (screenplay), Edward Ricourt (screenplay), Boaz Yakin (story), Edward Ricourt (story)","Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher",50.0,7.3,389062.0,https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX300.jpg,"English, French","France, USA",25:30.3,movie
1670932,American Animal,2011,R,"Comedy, Drama",3/14/2011,Matt D'Elia,Matt D'Elia,"Matt D'Elia, Brendan Fletcher, Mircea Monroe, Angela Sarafyan",52.0,4.0,304.0,https://m.media-amazon.com/images/M/MV5BMTg3MTQ1NTQxOF5BMl5BanBnXkFtZTcwMDYzNTEzOQ@@._V1_SX300.jpg,English,USA,17:35.7,movie
1672845,Tonight You're Mine,2011,R,"Comedy, Drama, Music",9/16/2011,David Mackenzie,Thomas Leveritt (screenplay),"Rebecca Benson, Luke Treadaway, Mathew Baynton, Natalia Tena",41.0,6.6,3310.0,https://m.media-amazon.com/images/M/MV5BMTc5NjU4OTE0MV5BMl5BanBnXkFtZTcwMjQ3MzU1Nw@@._V1_SX300.jpg,English,UK,25:43.5,movie
1673376,Free the Mind,2012,NOT RATED,"Documentary, Adventure",5/3/2013,Phie Ambo,"Phie Ambo (story), Phie Ambo","Richard Davidson, Emma Seppala, John Osborne, Deborah Alagna",51.0,6.3,210.0,https://m.media-amazon.com/images/M/MV5BMTc2Mjg1Njg2Nl5BMl5BanBnXkFtZTcwMjMzNDgyOQ@@._V1_SX300.jpg,English,"USA, Sweden, Netherlands, Australia, Finland, Denmark",11:36.2,movie
1673434,The Twilight Saga: Breaking Dawn - Part 2,2012,PG-13,"Adventure, Drama, Fantasy",11/16/2012,Bill Condon,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli",52.0,5.6,170719.0,https://m.media-amazon.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_SX300.jpg,English,USA,04:19.9,movie
1673697,The Sapphires,2012,PG-13,"Biography, Comedy, Drama",8/9/2012,Wayne Blair,"Tony Briggs (adapted from the stage play by), Tony Briggs, Keith Thompson","Tanika Lonesborough, Nioka Brennan, Lynette Narkle, Kylie Belling",67.0,7.0,9715.0,https://m.media-amazon.com/images/M/MV5BMTQyNTk5MDk1OF5BMl5BanBnXkFtZTcwNjgyODYxOQ@@._V1_SX300.jpg,English,Australia,52:16.7,movie
1673702,A Cat in Paris,2010,PG,"Animation, Crime, Family",12/15/2010,"Jean-Loup Felicioli, Alain Gagnol","Alain Gagnol (screenplay), Jacques-Remy Girerd (dialogue), Alain Gagnol (dialogue), Michael Sinterniklaas (english adaptation)","Dominique Blanc, Bernadette Lafont, Bruno Salomone, Jean Benguigui",63.0,6.9,7644.0,https://m.media-amazon.com/images/M/MV5BMTAzODU0NDExMTNeQTJeQWpwZ15BbWU3MDk2NjMxMzc@._V1_SX300.jpg,French,"France, Netherlands, Switzerland, Belgium",32:26.7,movie
1673734,Jamesy Boy,2014,NOT RATED,"Biography, Crime, Drama",1/3/2014,Trevor White,"Lane Shadgett (screenplay), Trevor White (screenplay)","Taissa Farmiga, Mary-Louise Parker, Ving Rhames, James Woods",29.0,6.3,3785.0,https://m.media-amazon.com/images/M/MV5BMjM2NjA2NDIzMl5BMl5BanBnXkFtZTgwMTMwOTg1MDE@._V1_SX300.jpg,English,USA,36:18.1,movie
1674057,All Together,2011,NOT RATED,"Comedy, Drama",1/18/2012,Stephane Robelin,Stephane Robelin,"Guy Bedos, Daniel Brehl, Geraldine Chaplin, Jane Fonda",57.0,6.7,2167.0,https://m.media-amazon.com/images/M/MV5BNzgwMjI4MDg1M15BMl5BanBnXkFtZTcwMzcxNDA1OA@@._V1_SX300.jpg,"French, German","France, Germany",34:14.2,movie
1674775,Keyhole,2011,R,"Drama, Thriller",2/22/2012,Guy Maddin,"George Toles (screenplay), Guy Maddin (screenplay)","Jason Patric, Isabella Rossellini, Udo Kier, Louis Negin",63.0,5.4,1072.0,https://m.media-amazon.com/images/M/MV5BMjI2OTQ0MDc3OV5BMl5BanBnXkFtZTcwNzY3NzgzNw@@._V1_SX300.jpg,"English, French",Canada,21:19.6,movie
1674771,Entourage,2015,R,Comedy,6/3/2015,Doug Ellin,"Doug Ellin (screenplay), Doug Ellin (story), Rob Weiss (story), Doug Ellin (television series)","Kevin Connolly, Adrian Grenier, Kevin Dillon, Jerry Ferrara",38.0,7.2,21106.0,https://m.media-amazon.com/images/M/MV5BMTQ3NjYxMDE1OV5BMl5BanBnXkFtZTgwMjgzOTE4MzE@._V1_SX300.jpg,English,USA,00:44.2,movie
1674772,Everybody Has a Plan,2012,R,"Crime, Drama",8/30/2012,Ana Piterbarg,"Ana Piterbarg (screenplay), Ana Cohan (collaboration)","Viggo Mortensen, Soledad Villamil, Daniel Fanego, Javier Godino",49.0,5.5,1357.0,https://m.media-amazon.com/images/M/MV5BMTQxNTA4NTU1N15BMl5BanBnXkFtZTgwNzIzMTgwMzE@._V1_SX300.jpg,Spanish,"Argentina, Spain, Germany, USA",45:50.1,movie
1674784,Trespass,2011,R,"Crime, Drama, Thriller",10/21/2011,Joel Schumacher,Karl Gajdusek,"Nicolas Cage, Nicole Kidman, Ben Mendelsohn, Liana Liberato",37.0,5.3,32027.0,https://m.media-amazon.com/images/M/MV5BMTM4NTc0Mzk5N15BMl5BanBnXkFtZTcwNDA4NDUyNg@@._V1_SX300.jpg,English,"USA, Bulgaria",42:51.1,movie
1674773,Hannah Arendt,2012,NOT RATED,"Biography, Drama",1/10/2013,Margarethe von Trotta,"Pamela Katz (screenplay), Margarethe von Trotta (screenplay), Pamela Katz","Barbara Sukowa, Janet McTeer, Julia Jentsch, Axel Milberg",69.0,7.1,6413.0,https://m.media-amazon.com/images/M/MV5BMjIyMDM2NTUyNF5BMl5BanBnXkFtZTcwOTQ2NzAzOQ@@._V1_SX300.jpg,"German, English, French, Hebrew, Latin","Germany, Luxembourg, France, Israel",44:14.6,movie
1675192,Take Shelter,2011,R,"Drama, Thriller",11/10/2011,Jeff Nichols,Jeff Nichols,"Michael Shannon, Jessica Chastain, Tova Stewart, Shea Whigham",85.0,7.4,60006.0,https://m.media-amazon.com/images/M/MV5BNzgzODA5MTU3MF5BMl5BanBnXkFtZTcwODY4MDEwNg@@._V1_SX300.jpg,English,USA,48:44.8,movie
1675434,The Intouchables,2011,R,"Biography, Comedy, Drama",11/2/2011,"Olivier Nakache, Eric Toledano","Olivier Nakache, Eric Toledano","Franeois Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot",57.0,8.6,421017.0,https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_SX300.jpg,"French, English",France,06:37.6,movie
1675759,The Wait,2013,R,"Drama, Thriller",3/10/2013,M. Blash,M. Blash (screenplay),"Jena Malone, Chloe Sevigny, Luke Grimes, Devon Gearhart",34.0,4.6,428.0,https://m.media-amazon.com/images/M/MV5BMjAzMzMwNDc1Nl5BMl5BanBnXkFtZTgwNjE2Njk3MDE@._V1_SX300.jpg,English,USA,00:58.5,movie
1677082,Return,2011,NOT RATED,Drama,2/10/2012,Liza Johnson,Liza Johnson,"Linda Cardellini, Michael Shannon, John Slattery, Talia Balsam",63.0,6.1,701.0,https://m.media-amazon.com/images/M/MV5BMTY5MTM4NzUwMl5BMl5BanBnXkFtZTcwMzMwNTIyNw@@._V1_SX300.jpg,English,USA,14:09.0,movie
1678051,Soldiers of Fortune,2012,R,"Action, Adventure",7/19/2012,Maxim Korostyshevsky,"Alexandre Coscas, Robert Crombie, Joe Kelbley","Christian Slater, Sean Bean, Ving Rhames, Dominic Monaghan",19.0,4.3,5905.0,https://m.media-amazon.com/images/M/MV5BMjIyNzgzNDA1Nl5BMl5BanBnXkFtZTcwOTEyNjM5Nw@@._V1_SX300.jpg,English,"Russia, USA",54:32.3,movie
1680045,360,2011,R,"Drama, Romance",7/25/2012,Fernando Meirelles,Peter Morgan (screenplay),"Lucia Siposove, Gabriela Marcinkove, Johannes Krisch, Danica Jurcove",43.0,6.2,12304.0,https://m.media-amazon.com/images/M/MV5BMTUwOTE5NjA5MV5BMl5BanBnXkFtZTcwMTcyNjk4Nw@@._V1_SX300.jpg,"English, German, Arabic, French, Portuguese, Russian, Slovak","UK, Austria, France, Brazil",00:06.0,movie
1680059,Born to Be Wild,2011,G,"Documentary, Short, Adventure",4/8/2011,David Lickley,Drew Fellman,"Morgan Freeman, Birute Galdikas, Daphne Sheldrick",66.0,7.6,2372.0,https://m.media-amazon.com/images/M/MV5BMTM2NTE5MTcyOF5BMl5BanBnXkFtZTcwNjA1NzExNA@@._V1_SX300.jpg,English,USA,44:55.7,movie
1680136,Klown,2010,R,Comedy,12/16/2010,Mikkel Nergaard,"Casper Christensen (screenplay), Frank Hvam (screenplay), Casper Christensen (story), Frank Hvam (story), Mikkel Nergaard (story)","Frank Hvam, Casper Christensen, Marcuz Jess Petersen, Mia Lyhne",62.0,7.2,6941.0,https://m.media-amazon.com/images/M/MV5BMjA5OTI1Njg0Ml5BMl5BanBnXkFtZTcwMzI5Nzc4Nw@@._V1_SX300.jpg,Danish,Denmark,51:07.5,movie
1680114,The Snowtown Murders,2011,NOT RATED,"Biography, Crime, Drama",5/19/2011,Justin Kurzel,"Shaun Grant, Shaun Grant (story), Justin Kurzel (story), Debi Marshall (book), Andrew McGarry (book)","Lucas Pittaway, Bob Adriaens, Louise Harris, Frank Cwiertniak",66.0,6.6,11550.0,https://m.media-amazon.com/images/M/MV5BMTM1MTcwOTE0NV5BMl5BanBnXkFtZTcwNjQyMDEwNw@@._V1_SX300.jpg,English,Australia,27:06.3,movie
1680679,Breathing,2011,NOT RATED,Drama,8/31/2012,Karl Markovics,Karl Markovics (screenplay),"Thomas Schubert, Karin Lischka, Georg Friedrich, Gerhard Liebmann",66.0,7.0,2132.0,https://m.media-amazon.com/images/M/MV5BMTQ2NTIyMzI3N15BMl5BanBnXkFtZTcwNzk1MzMzOA@@._V1_SX300.jpg,"German, English",Austria,07:44.2,movie
1682180,Stoker,2013,R,"Drama, Thriller",3/1/2013,Chan-wook Park,Wentworth Miller,"Mia Wasikowska, Nicole Kidman, David Alford, Matthew Goode",58.0,6.9,77946.0,https://m.media-amazon.com/images/M/MV5BMjI3MTM5ODI5MV5BMl5BanBnXkFtZTcwMjE1Mzc4OA@@._V1_SX300.jpg,English,"UK, USA",21:22.3,movie
1682181,Bully,2011,PG-13,Documentary,4/27/2012,Lee Hirsch,"Cynthia Lowen, Lee Hirsch","Ja'Meya Jackson, Kelby Johnson, Lona Johnson, Bob Johnson",74.0,7.4,8398.0,https://m.media-amazon.com/images/M/MV5BNjk1MjYzNzUxOF5BMl5BanBnXkFtZTcwOTQyODU2Nw@@._V1_SX300.jpg,English,USA,20:30.1,movie
1682186,Headshot,2011,NOT RATED,"Crime, Drama, Thriller",11/24/2011,Pen-Ek Ratanaruang,"Win Lyovarin (novel), Pen-Ek Ratanaruang (screenplay)","Nopachai Chaiyanam, Sirin Horwang, Chanokporn Sayoungkul, Apisit Opasaimlikit",60.0,6.2,1378.0,https://m.media-amazon.com/images/M/MV5BMTYwMDA5MTU1MF5BMl5BanBnXkFtZTcwNTMyNDA1OA@@._V1_SX300.jpg,Thai,"Thailand, France",02:14.1,movie
1683526,Detachment,2011,NOT RATED,Drama,2/1/2012,Tony Kaye,Carl Lund,"Adrien Brody, Marcia Gay Harden, James Caan, Christina Hendricks",52.0,7.7,50904.0,https://m.media-amazon.com/images/M/MV5BMTM3NzQzMDA5Ml5BMl5BanBnXkFtZTcwODA5NTcyNw@@._V1_SX300.jpg,English,USA,35:17.6,movie
1683876,Happy People: A Year in the Taiga,2010,NOT RATED,Documentary,11/15/2012,"Werner Herzog, Dmitry Vasyukov","Werner Herzog, Dmitry Vasyukov, Rudolph Herzog","Werner Herzog, Nikolay Nikiforovitch Siniaev, Gennady Soloviev, Anatoly Tarkovsky",74.0,7.7,3860.0,https://m.media-amazon.com/images/M/MV5BMTM3ODM0NTQ1MF5BMl5BanBnXkFtZTcwMzAxMTM5OA@@._V1_SX300.jpg,"English, Russian",Germany,20:18.7,movie
1683921,Sleepless Night,2011,NOT RATED,"Action, Crime, Thriller",5/11/2012,Frederic Jardin,"Frederic Jardin (scenario), Nicolas Saada (scenario), Frederic Jardin (adaptation), Olivier Douyere (adaptation)","Tomer Sisley, Serge Riaboukine, Julien Boisselier, Joey Starr",75.0,6.7,3123.0,https://m.media-amazon.com/images/M/MV5BOTUzODQzNjYzM15BMl5BanBnXkFtZTcwNTM1Mzc3Nw@@._V1_SX300.jpg,French,"France, Belgium, Luxembourg",00:30.4,movie
1007029,The Iron Lady,2011,PG-13,"Biography, Drama, History",1/13/2012,Phyllida Lloyd,Abi Morgan (screenplay),"Meryl Streep, Jim Broadbent, Susan Brown, Alice da Cunha",54.0,6.4,74469.0,https://m.media-amazon.com/images/M/MV5BODEzNDUyMDE3NF5BMl5BanBnXkFtZTcwMTgzOTg3Ng@@._V1_SX300.jpg,English,"UK, France",32:11.4,movie
1684233,Welcome to the Punch,2013,R,"Action, Crime, Thriller",3/15/2013,Eran Creevy,Eran Creevy,"James McAvoy, Mark Strong, Andrea Riseborough, Johnny Harris",49.0,6.1,24651.0,https://m.media-amazon.com/images/M/MV5BODkwNjY1MjUzOF5BMl5BanBnXkFtZTcwOTU0NDAyOQ@@._V1_SX300.jpg,English,"UK, USA",06:24.6,movie
1684564,The Victim,2011,R,Thriller,4/9/2011,Michael Biehn,"Michael Biehn (screenplay), Reed Lackey (story)","Michael Biehn, Jennifer Blanc, Ryan Honey, Danielle Harris",11.0,4.6,1543.0,https://m.media-amazon.com/images/M/MV5BMTQ0OTQ4NzQwMF5BMl5BanBnXkFtZTcwNzY1NzkxNA@@._V1_SX300.jpg,English,USA,12:02.3,movie
1684628,Circumstance,2011,R,Drama,2/8/2012,Maryam Keshavarz,Maryam Keshavarz,"Nikohl Boosheri, Sarah Kazemy, Reza Sixo Safai, Soheil Parsa",65.0,5.9,5969.0,https://m.media-amazon.com/images/M/MV5BMTc5NjI5MzA3OV5BMl5BanBnXkFtZTcwOTgxNzcyNg@@._V1_SX300.jpg,"Persian, English, French","France, USA, Iran",04:09.8,movie
1684925,Wish You Were Here,2012,R,"Drama, Mystery",6/7/2013,Kieran Darcy-Smith,"Kieran Darcy-Smith (screenplay), Felicity Price (screenplay)","Felicity Price, Joel Edgerton, Teresa Palmer, Antony Starr",60.0,5.9,3894.0,https://m.media-amazon.com/images/M/MV5BMTYzNzY5Njg1MV5BMl5BanBnXkFtZTcwNzU0OTIzOQ@@._V1_SX300.jpg,"English, Vietnamese",Australia,43:36.5,movie
1686018,Creature,2011,R,Horror,9/9/2011,Fred Andrews,"Fred Andrews, Tracy Morse","Mehcad Brooks, Serinda Swan, Dillon Casey, Lauren Schneider",31.0,3.7,2397.0,https://m.media-amazon.com/images/M/MV5BMTM5Mzk0NzEwOV5BMl5BanBnXkFtZTcwNDYxOTI5NQ@@._V1_SX300.jpg,English,USA,51:54.5,movie
1686042,Girl on a Bicycle,2013,R,"Comedy, Drama, Romance",3/7/2013,Jeremy Leven,Jeremy Leven,"Nora Tschirner, Vincenzo Amato, Louise Monot, Roberta Danza",32.0,6.2,1367.0,https://m.media-amazon.com/images/M/MV5BMjM3MTk0ODA1Nl5BMl5BanBnXkFtZTgwNzg1NDAxMDE@._V1_SX300.jpg,"English, French, German, Italian","USA, Germany, France",43:06.1,movie
1684564,The Victim,2011,R,Thriller,4/9/2011,Michael Biehn,"Michael Biehn (screenplay), Reed Lackey (story)","Michael Biehn, Jennifer Blanc, Ryan Honey, Danielle Harris",11.0,4.5,1550.0,https://m.media-amazon.com/images/M/MV5BMTQ0OTQ4NzQwMF5BMl5BanBnXkFtZTcwNzY1NzkxNA@@._V1_SX300.jpg,English,USA,57:14.9,movie
1686327,The Oregonian,2011,NOT RATED,"Horror, Mystery, Thriller",6/8/2012,Calvin Reeder,Calvin Reeder,"Lindsay Pulsipher, Robert Longstreet, Matt Olsen, Lynne Compton",46.0,4.0,477.0,https://m.media-amazon.com/images/M/MV5BMTA4MjI5NTc4NDZeQTJeQWpwZ15BbWU3MDgxMDc1NjM@._V1_SX300.jpg,English,USA,28:56.5,movie
1686784,Flying Swords of Dragon Gate,2011,R,"Action, Adventure",12/15/2011,Hark Tsui,Hark Tsui (screenplay),"Jet Li, Xun Zhou, Kun Chen, Lun Mei Gwei",57.0,6.0,5942.0,https://m.media-amazon.com/images/M/MV5BMTAxMDk2ODE0NjdeQTJeQWpwZ15BbWU3MDkxMDQwMzg@._V1_SX300.jpg,Mandarin,China,30:27.1,movie
1686821,Vampire Academy,2014,PG-13,"Action, Comedy, Fantasy",2/7/2014,Mark Waters,"Richelle Mead (novel), Daniel Waters (screenplay)","Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne",30.0,5.6,35964.0,https://m.media-amazon.com/images/M/MV5BMTUyOTI0MzUyM15BMl5BanBnXkFtZTgwMzI2MzU0MDE@._V1_SX300.jpg,English,"USA, India",41:26.3,movie
1687281,Terri,2011,R,"Comedy, Drama",8/8/2012,Azazel Jacobs,"Patrick Dewitt, Azazel Jacobs (story), Patrick Dewitt (story)","Jacob Wysocki, John C. Reilly, Bridger Zadina, Creed Bratton",72.0,6.5,8358.0,https://m.media-amazon.com/images/M/MV5BMTkxOTU3Nzc2NF5BMl5BanBnXkFtZTcwMTAwNTY0NQ@@._V1_SX300.jpg,English,USA,29:23.2,movie
